Source0,titre,type_offre,type_bien,zone,prix,pieces,surface_m2,source8,source,raison_rejet
COIN D'AFRIQUE,Location appartements haut standing meublée de chambre salon à Amadahome cap,LOCATION,APPARTEMENT,amadahome cap,400000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé chambre salon à Adidogomé,LOCATION,APPARTEMENT,adidogome,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 3 pièces à Totsi,LOCATION,APPARTEMENT,totsi,350000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location meublé 3 pièces à Adidogomé,LOCATION,APPARTEMENT,adidogome,350000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces à Togo 2000,LOCATION,APPARTEMENT,togo,350000.0,3,,CoinAfrique,coinafrique,zone_invalide
COIN D'AFRIQUE,Location appartement meublés 2 pièces - Meche Amina,LOCATION,APPARTEMENT,meche amina,350000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements meublés piscine 3 pièces - amadahome,LOCATION,APPARTEMENT,amadahome,350000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements meublés 3 pièces - Hédzranawoé,LOCATION,APPARTEMENT,hedzranawoe,350000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 4 pièces à Hedranawoé aéroport,LOCATION,APPARTEMENT,hedzranawoe aeroport,350000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublée 3 pièces - Agoe demakpoe,LOCATION,APPARTEMENT,agoe demakpoe,350000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 2 pièces - Adidoadin,LOCATION,APPARTEMENT,adidoadin,350000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublés 2 pièces à Avenou,LOCATION,APPARTEMENT,avenou,350000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublés 3 pièces à Avedji Limous,LOCATION,APPARTEMENT,avedji limous,350000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 4 chambres salon à Djidjolé donou au bord du goudron,LOCATION,APPARTEMENT,djidjole,350000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublée de chambre salon bon standing Tokoin ramco,LOCATION,APPARTEMENT,tokoin,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublée chambre salon bon standing à Tokoin Ramco*,LOCATION,APPARTEMENT,tokoin,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 3 pièces - Forever,LOCATION,APPARTEMENT,forever,350000.0,3,,CoinAfrique,coinafrique,zone_description_lieu
COIN D'AFRIQUE,Location appartement meublé 4 pièces à Decon centre ville lomé,LOCATION,APPARTEMENT,decon centre ville lome,350000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Adidogomé,LOCATION,APPARTEMENT,adidogome,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Avedji,LOCATION,APPARTEMENT,avedji,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé à Tosti Blimkome à 150m du goudron,LOCATION,APPARTEMENT,tosti blimkome a,350000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,"Location appartement 4 pièces à tokoin doumassesse (lomé) mois : 350 000 f avance : 3 mois | caution : 6 mois ➡️ un appartement de standing hôtelier situé à l’étage, dans un envir",LOCATION,APPARTEMENT,tokoin,350000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
TOGO IMMOBILIER,Location appartements 3 pièces - Adetikopé,LOCATION,APPARTEMENT,adetikope,350000.0,3,600.0,CoinAfrique,coinafrique,prix_m2_trop_bas
COIN D'AFRIQUE,Location appartement meublé 2 pièces - Hedjranawoe,LOCATION,APPARTEMENT,hedzranawoe,350000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 2 pièces - Hedranawoe,LOCATION,APPARTEMENT,hedzranawoe,350000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 3 pièces à Tokoin Wuiti,LOCATION,APPARTEMENT,tokoin,340000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 3 pièces - Agoe Bodjona,LOCATION,APPARTEMENT,agoe bodjona,320000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 4 pièces - Wuiti,LOCATION,APPARTEMENT,wuiti,300000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé chambre salon à Djidjolé,LOCATION,APPARTEMENT,djidjole,300000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 2 pièces à Hedzranawoe,LOCATION,APPARTEMENT,hedzranawoe,300000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 4 pièces à Tokoin franscicain,LOCATION,APPARTEMENT,tokoin,300000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 4 pièces à Tokoin franciscain,LOCATION,APPARTEMENT,tokoin,300000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location Appartement 4 pièces - Wuiti,LOCATION,APPARTEMENT,wuiti,300000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location meublé 3 pièces à Adidogomé,LOCATION,APPARTEMENT,adidogome,300000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements meublés 2 pièces - Adidogome Amadahome,LOCATION,APPARTEMENT,amadahome,300000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements meublés 5 pièces - Kpota,LOCATION,APPARTEMENT,be kpota,300000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,"Location appartements meublés 6 pièces - adidogomé, lomé",LOCATION,APPARTEMENT,adidogome,300000.0,6,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 3 pièces - Togo 2000,LOCATION,APPARTEMENT,togo 2000,300000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 3 pièces à Attiegou DVA,LOCATION,APPARTEMENT,attiegou dva,300000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 5 pièces a Agbalepedo,LOCATION,APPARTEMENT,agbalepedo,300000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Adidogome,LOCATION,APPARTEMENT,adidogome,300000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 4 chambres salon à Agbalépédo école cours,LOCATION,APPARTEMENT,agbalepedo,300000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 3 pièces - Lomé,LOCATION,APPARTEMENT,lome,300000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Lomé,LOCATION,APPARTEMENT,lome,300000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Agoē Sogbossito,LOCATION,APPARTEMENT,sogbossito,300000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 2 pièces - Adidogome wonyome,LOCATION,APPARTEMENT,adidogome wonyome,300000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé chambre salon - Adidogomé,LOCATION,APPARTEMENT,adidogome,300000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 2 pièces - Adidogome Yokoe,LOCATION,APPARTEMENT,adidogome yokoe,300000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces - Résidence à la Caisse,LOCATION,APPARTEMENT,residence a la caisse,300000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement scindé 03 pièces à Agoè réserve,LOCATION,APPARTEMENT,agoe,300000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 2 pièces - agoe logope,LOCATION,APPARTEMENT,agoe logope,270000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces à Novissi,LOCATION,APPARTEMENT,novissi,250000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 02 pièces - Djidjolé,LOCATION,APPARTEMENT,djidjole,250000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Centre Ville de Lomé,LOCATION,APPARTEMENT,centre ville de lome,250000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,"Location appartement meublé chambre+ salon en cour unique - Lomé, Gbossimé",LOCATION,APPARTEMENT,gbossime,250000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Nyékonakpoë,LOCATION,APPARTEMENT,nyekonakpoe,250000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 4 pièces - Adidoadin,LOCATION,APPARTEMENT,adidoadin,250000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 4 pièces - Djidjolé,LOCATION,APPARTEMENT,djidjole,250000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 2 pièces - Amadahome Rail Madiba,LOCATION,APPARTEMENT,amadahome,250000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement scindé - Djidjole,LOCATION,APPARTEMENT,djidjole,250000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement cour unique 2 pièces à Djidjole marché,LOCATION,APPARTEMENT,djidjole marche,250000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 5 pièces - Agoè pardon,LOCATION,APPARTEMENT,agoe,220000.0,5,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 03 pièces à Agoè plateau,LOCATION,APPARTEMENT,agoe,210000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement á Djidjolé,LOCATION,APPARTEMENT,djidjole,200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement cour unique 3 chambres salon à Kegue non loin de l'ambassade du Pakistan,LOCATION,APPARTEMENT,kegue,200000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé à Adidogomé,LOCATION,APPARTEMENT,adidogome,200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces Atiégou,LOCATION,APPARTEMENT,attiegou,200000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements meublés - Hédzranawoé,LOCATION,APPARTEMENT,hedzranawoe,200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 chambres salon a Gbossime,LOCATION,APPARTEMENT,gbossime,200000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 pièces à Kegué,LOCATION,APPARTEMENT,kegue,200000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3 pièces à Agbalepedo cour lumière,LOCATION,APPARTEMENT,agbalepedo cour lumiere,200000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 4 pièces - Carrefour Dallee,LOCATION,APPARTEMENT,non precise,200000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements 04 pièces - Agoe léo 2000,LOCATION,APPARTEMENT,agoe leo 2000,200000.0,4,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement à Tokoin Gbossimé,LOCATION,APPARTEMENT,tokoin,200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartements de 02 pièces Atikoumé,LOCATION,APPARTEMENT,atikoume,200000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 chambres salon àAgbalépédo école cours lumière,LOCATION,APPARTEMENT,agbalepedo,200000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé - Adeticopé,LOCATION,APPARTEMENT,adetikope,200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé à Tokoin colombe de la paix,LOCATION,APPARTEMENT,tokoin,200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 chambres salon à Kodjoviakopé,LOCATION,APPARTEMENT,kodjoviakope,200000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement meublé 3 pièces - Attiegouvi,LOCATION,APPARTEMENT,attiegouvi,200000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 3pièces - Gbossimé,LOCATION,APPARTEMENT,gbossime,200000.0,3,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement 2 Chambre salon Sanguera à 150m du goudron Bien avant le marché,LOCATION,APPARTEMENT,zanguera,200000.0,2,,CoinAfrique,coinafrique,prix_ou_surface_manquant
COIN D'AFRIQUE,Location appartement - Totsi,LOCATION,APPARTEMENT,totsi,200000.0,Non spécifié,,CoinAfrique,coinafrique,prix_ou_surface_manquant
